"year","date","PRECTOTCORR","T2M_MAX","T2M_MIN","RH2M","ALLSKY_SFC_SW_DWN","WS2M","PHOTOPERIOD_HOURS","GDD","PTR_DAILY","DTR","T_AVG_DAILY","SAT_VAP_PRES","ACT_VAP_PRES","VPD_DAILY","TMAX_AVG","TMIN_AVG","GDD_CUM","PTR_AVG","HEAT_STRESS_DAYS","PRECTOT","DRY_DAYS","RH_AVG","WS2M_AVG","RAD_CUM","T_AVG","DTR_AVG","COLD_STRESS_DAYS","RAINY_DAYS","PREC_INTENSITY","LOW_RH_DAYS","VPD_AVG","VPD_STRESS_DAYS"
2011,2011-05-01,0,33.95,16.93,66.05,18.35,4.13,13.3555555555556,13.465,0.991871931344638,17.02,25.44,3.25175599822067,2.14778483682475,1.10397116139592,37.6537254901961,23.2283660130719,2530.04,0.835432723839817,120,168.36,74,51.7151633986928,2.58549019607843,3687.1,30.441045751634,14.4253594771242,1,79,2.13113924050633,4,2.15912975101349,125
2011,2011-05-02,0.99,20.62,11.77,69.83,8.63,3.73,13.3816666666667,6.195,2.16007532956685,8.85,16.195,1.84105797992719,1.28561078738316,0.555447192544034,37.6537254901961,23.2283660130719,2530.04,0.835432723839817,120,168.36,74,51.7151633986928,2.58549019607843,3687.1,30.441045751634,14.4253594771242,1,79,2.13113924050633,4,2.15912975101349,125
2011,2011-05-03,0.14,25.13,10.3,50.5,28.29,3.67,13.4075,7.715,1.73784834737524,14.83,17.715,2.02729173856739,1.02378232797653,1.00350941059086,37.6537254901961,23.2283660130719,2530.04,0.835432723839817,120,168.36,74,51.7151633986928,2.58549019607843,3687.1,30.441045751634,14.4253594771242,1,79,2.13113924050633,4,2.15912975101349,125
2011,2011-05-04,0,27.91,9.52,36.35,28.73,1.69,13.4330555555556,8.955,1.500062038588,18.39,18.715,2.15862569644717,0.784660440658546,1.37396525578862,37.6537254901961,23.2283660130719,2530.04,0.835432723839817,120,168.36,74,51.7151633986928,2.58549019607843,3687.1,30.441045751634,14.4253594771242,1,79,2.13113924050633,4,2.15912975101349,125
2011,2011-05-05,0.01,30.96,12.09,38.21,29.31,1.22,13.4577777777778,11.045,1.2184497761682,18.87,21.525,2.56834509314582,0.981364660091018,1.5869804330548,37.6537254901961,23.2283660130719,2530.04,0.835432723839817,120,168.36,74,51.7151633986928,2.58549019607843,3687.1,30.441045751634,14.4253594771242,1,79,2.13113924050633,4,2.15912975101349,125
2011,2011-05-06,0,32.76,13.95,50.22,28.19,2.39,13.4827777777778,11.975,1.12591046160984,18.81,23.355,2.8703298867513,1.4414796691265,1.4288502176248,37.6537254901961,23.2283660130719,2530.04,0.835432723839817,120,168.36,74,51.7151633986928,2.58549019607843,3687.1,30.441045751634,14.4253594771242,1,79,2.13113924050633,4,2.15912975101349,125
2011,2011-05-07,0,35.71,18.84,55.03,27.08,3.8,13.5072222222222,14.42,0.936700570195716,16.87,27.275,3.62326732788706,1.99388401053625,1.62938331735081,37.6537254901961,23.2283660130719,2530.04,0.835432723839817,120,168.36,74,51.7151633986928,2.58549019607843,3687.1,30.441045751634,14.4253594771242,1,79,2.13113924050633,4,2.15912975101349,125
2011,2011-05-08,0,38.32,20.17,59.23,25.57,3.92,13.5316666666667,15.085,0.897027952712407,18.15,29.245,4.06274205789249,2.40636212088972,1.65637993700277,37.6537254901961,23.2283660130719,2530.04,0.835432723839817,120,168.36,74,51.7151633986928,2.58549019607843,3687.1,30.441045751634,14.4253594771242,1,79,2.13113924050633,4,2.15912975101349,125
2011,2011-05-09,0,37.25,22.97,58.15,26.86,4.68,13.5555555555556,16.485,0.822296363697638,14.28,30.11,4.26990960478127,2.48295243518031,1.78695716960096,37.6537254901961,23.2283660130719,2530.04,0.835432723839817,120,168.36,74,51.7151633986928,2.58549019607843,3687.1,30.441045751634,14.4253594771242,1,79,2.13113924050633,4,2.15912975101349,125
2011,2011-05-10,0,35.89,23.67,59.55,22.11,4.18,13.5791666666667,16.835,0.806603306603307,12.22,29.78,4.18981591449552,2.49503537708208,1.69478053741344,37.6537254901961,23.2283660130719,2530.04,0.835432723839817,120,168.36,74,51.7151633986928,2.58549019607843,3687.1,30.441045751634,14.4253594771242,1,79,2.13113924050633,4,2.15912975101349,125
2011,2011-05-11,3.26,30.2,23.68,67.98,11.3,4.14,13.6022222222222,16.84,0.807732911058327,6.52,26.94,3.55280927592634,2.41519974577473,1.13760953015161,37.6537254901961,23.2283660130719,2530.04,0.835432723839817,120,168.36,74,51.7151633986928,2.58549019607843,3687.1,30.441045751634,14.4253594771242,1,79,2.13113924050633,4,2.15912975101349,125
2011,2011-05-12,26.05,26.84,19.81,86.34,3.24,2.27,13.625,13.325,1.02251407129456,7.03,23.325,2.86513987813935,2.47376177078551,0.391378107353835,37.6537254901961,23.2283660130719,2530.04,0.835432723839817,120,168.36,74,51.7151633986928,2.58549019607843,3687.1,30.441045751634,14.4253594771242,1,79,2.13113924050633,4,2.15912975101349,125
2011,2011-05-13,0.14,31.98,17.74,61.17,29.29,2.54,13.6472222222222,13.87,0.983938155892013,14.24,24.86,3.14145700979207,1.92162925288981,1.21982775690226,37.6537254901961,23.2283660130719,2530.04,0.835432723839817,120,168.36,74,51.7151633986928,2.58549019607843,3687.1,30.441045751634,14.4253594771242,1,79,2.13113924050633,4,2.15912975101349,125
2011,2011-05-14,0,26.88,13.37,49.21,30.85,2.93,13.6697222222222,10.125,1.35009602194787,13.51,20.125,2.35643587794202,1.15960209553527,1.19683378240675,37.6537254901961,23.2283660130719,2530.04,0.835432723839817,120,168.36,74,51.7151633986928,2.58549019607843,3687.1,30.441045751634,14.4253594771242,1,79,2.13113924050633,4,2.15912975101349,125
